,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.10849151,0.11174041,0.030848023,0.00434498,0.049941666,0.019144678,0.0487056,-0.03502247,0.15654989,0.047629673,0.0023299379,-0.011682091,-0.11433737,0.16887449,0.0055539133,0.09636106,0.08808307,0.069416516,-0.029239202,0.12117493,-0.005522101,0.034901246,-0.024368463,0.16254435,0.04651392,0.044944853,-0.012468902,0.1036484,0.032435954,-0.031551424,-0.006276294,-0.025371157,-0.099693626,-0.056502335,0.0213419,0.14907813,-0.00989198,0.018010082,0.06871895,0.03395727,-0.034165002,0.05153376,-0.03279481,-0.05639267,0.021770835,0.15641546,-0.04733941,-0.041113343,0.025263079,-0.05870825,0.031873148,0.011281749,0.12800722,0.04792964,0.021054499,0.0193158,-0.031226436,0.018314917,0.045714986,-0.026909579,0.010456096,0.004628809,-0.05837758,0.042325962,0.016102044,0.041915674,0.097085394,-0.027242154,-0.009522771,-0.047303583,0.056915797,-0.023652814,0.025157748,-0.07092417,-0.019232446,-0.005176969,0.022063786,-0.06682436,-0.036868606,0.017851237,0.141949,0.05273181,-0.030104743,-0.03851289,0.04402182,-0.032774817,0.05919261,-0.049120028,-0.045869816,0.041922037,-0.027924074,0.04488784,-0.024458284,0.012997992,-0.06787468,0.03469277,0.036230784,0.04187541,9.457839e-05,0.085428394,0.020934345,-0.087351486,-0.092986956,0.0906899,0.09417787,0.038815744,0.065333635,0.094608374,-0.067938045,-0.027956957,-0.0619043,-0.03818298,0.02257902,0.015850976,0.0696807,0.06917664,-0.10230514,-0.03420693,0.030220268,0.061722,-0.079747595,-0.028641822,0.04755669,-0.0045029772,-0.040686946,0.025954477,0.034328733,0.06866416
1,-0.019750789,0.030357499,-0.006883399,-0.022889059,0.024673326,0.0428628,-0.0038834454,-0.011433927,-0.0638749,-0.01902772,-0.005132346,0.020616813,-0.016624294,-0.0453666,0.013605476,0.06075224,-0.010528252,0.029583696,-0.0020687857,0.049380545,0.03573385,-0.028870314,-0.02086156,0.013978166,-0.007804404,0.019862112,0.018167075,0.020972863,-0.02188816,0.006432574,-0.041650757,0.027870264,0.026631996,0.021234775,0.041030023,0.015259549,0.004103389,-0.005478526,0.014814347,-0.04293448,-0.019741543,-0.012742143,-0.01991916,-0.020791028,-0.006895145,0.035264805,0.0030357917,0.019283503,0.00036501396,-0.010154926,0.081716016,-0.001012699,-0.0043089166,0.0018012436,0.03195851,-0.052967187,0.029386165,-0.010757707,0.03238246,0.020995382,-0.0012873792,0.016049605,-0.026975075,-0.04356024,0.02303533,0.03327,-0.00024466045,0.021532126,-0.049789403,-0.03660812,-0.0034891758,-0.0117984535,0.00146277,-0.018088445,-0.02954723,-0.010117272,0.03236352,0.0086479215,-0.0061186193,0.037698977,0.042948864,-0.00015259722,0.003800987,-0.0037331718,0.035906255,-0.007548987,0.005301063,-0.014589578,-0.046786726,0.025701001,-0.035187077,0.017673466,-0.0062936246,0.002924021,-0.0014348824,0.0075069047,-0.0018630314,0.024852142,-0.009825043,0.002626145,0.0066596665,-0.004276142,-0.013888361,0.012446641,-0.0031211958,-0.007400934,0.034486435,-0.00015115511,-0.041175406,0.011731721,-0.037224196,6.961675e-05,0.0017048055,-0.037669413,-0.030669088,0.0075259553,-0.016805487,-0.016511656,0.0025038717,0.018527132,-0.036378864,-0.016484343,0.004509422,-0.020830568,-0.04225821,-0.00924302,0.047174197,0.048244447
2,-0.06612473,0.0098000085,0.0092614405,0.067358166,0.06854227,-0.097544804,0.022164613,-0.023763487,0.089850776,-0.13522351,0.052538577,0.046122555,-0.027111324,0.032709226,0.07609293,0.07830205,0.076228105,0.038104173,-0.040625747,0.049803957,0.089850545,-0.0054926835,-0.056734774,0.10642696,-0.07256009,-0.043107484,-0.08408278,0.017526522,-0.014057639,-0.011128033,0.009120488,0.040416446,-0.011758598,0.038622394,-0.059998114,0.03655057,0.08774344,0.06820908,0.013471784,-0.029570423,-0.08915052,0.019931305,0.014464931,0.03679473,0.030159561,0.121971585,-0.15939033,-0.024655886,0.02759865,-0.016032765,0.11225037,0.14009531,0.094804205,0.008899568,0.081924126,-0.022972949,-0.08337764,0.027058566,0.03485838,-0.12070609,0.06569907,-0.092505515,-0.05077041,-0.031541146,-0.05285047,0.016829446,-0.027140688,0.01662988,-0.04349846,0.12203366,0.032081284,-0.013980709,-0.041294884,0.0758607,0.011548281,0.017036531,0.13931762,0.035205573,-0.039238185,0.037933588,0.095069304,0.12245888,0.029640283,-0.071981944,0.22397879,-0.14334527,0.09829744,-0.01047192,0.013632262,0.0142565,-0.0036947676,0.053156663,-0.039998937,0.04013251,0.075390406,0.040856898,-0.03335233,0.012610543,0.0065293573,0.027231557,-0.09634475,-0.048393544,-0.028190143,-0.04653767,-0.01418559,0.02153393,-0.12706225,-0.016848529,-0.042672954,-0.13076633,-0.10375469,0.062377222,-0.07809875,0.040119838,0.040281534,0.061837334,-0.11038723,-0.07305861,0.0026627933,-0.03529007,0.0014187134,0.030078,-0.010649718,-0.029053146,-0.055576276,0.0019772735,0.045556758,-0.0003028164
3,-0.054929864,-0.010050142,0.016627068,-0.117475696,0.035359204,0.13773179,0.065101564,-0.081269585,-0.0413157,0.08178125,0.0741794,0.10255032,0.0366329,0.14910544,-0.03833813,0.05310502,-0.027255222,-0.05582424,-0.00804814,0.06108394,0.12602288,-0.050923448,0.072914764,0.034167208,-0.025166204,-0.0043010334,0.09749349,-0.0058205775,-0.025633879,0.08697403,-0.003277074,-0.006113918,-0.040849164,-0.029672751,0.073572405,0.03155048,0.06221073,0.017026708,-0.0055946307,0.017806282,-0.124252215,-0.11689782,0.040996425,0.0429734,-0.011036281,0.02870052,0.064878374,-0.016658193,0.04210573,-0.004462942,-0.08255711,0.16459776,-0.010718849,0.012516034,0.035384733,-0.079470515,-0.06818064,-0.008126763,-0.0016359724,0.11121433,-0.083452076,-0.055917878,0.022515317,0.041264385,0.03433453,-0.03233343,-0.022302998,-0.05711783,0.034720782,-0.0677636,-0.06521822,-0.037025012,0.11612955,0.119483255,-0.019209692,0.057551898,-0.06241382,0.04848554,-0.01949084,0.012487645,0.069512196,0.012441559,0.04262724,-0.061178077,0.032877833,-0.01151593,-0.13785155,-0.07237523,-0.02851591,-0.0016079475,-0.008712095,-0.09902097,0.0102975825,-0.006815183,0.034374718,-0.06313849,-0.023003506,-0.064203285,0.0064775357,0.057202827,0.04492616,0.004982418,-0.058423463,0.004542541,-0.024450371,0.06169184,0.050328787,-0.03814094,0.012233135,-0.033965137,0.009500188,0.06118662,-0.018976467,-0.08696928,0.034589924,-0.05400097,-0.055952128,-0.067872055,0.008433567,-0.040190246,-0.06876412,-0.014709914,-0.018295968,0.032765467,0.024783587,-0.052830756,-0.038602613,-0.0139012
4,-0.06137661,0.02087629,0.0021403178,-0.026234876,0.021031106,0.016880509,0.031131351,-0.027702603,-0.028589504,-0.039132632,0.024249438,0.048230905,-0.0031289032,-0.02328091,0.021128433,0.0008560616,0.023245202,-0.028572323,-0.012564802,0.050059732,0.0082084825,-0.0036764254,0.0042000664,0.0052144397,-0.012084689,0.026129875,0.024606917,-0.012391032,-0.024711452,0.0060438984,0.010140103,-0.01006958,0.00932788,0.0003033573,0.023864565,0.020645635,-0.036570948,-0.0308115,-0.009575095,-0.013906507,0.003236915,-0.0062102913,-0.007184279,-0.024452016,-0.0010505804,0.0105064325,-0.012531377,0.029141845,-0.0069886404,-0.03141218,0.073855,-0.0040843375,0.023363845,0.043870173,0.002681868,-0.04474354,-0.032126635,-0.009659013,0.027026152,0.003465449,0.01836517,-0.015297787,-0.020200962,-0.046311863,0.0027185648,0.015577772,0.009204879,-0.023708949,-0.022197817,-0.011924505,-0.023678744,0.0064734365,0.022011776,-0.026999779,-0.015193907,0.0030272605,0.028973753,0.002439927,0.009353969,0.003194305,0.02241494,-0.0001375606,0.028008776,-0.033884414,0.0084029045,0.025805222,-0.058383334,-0.060620714,-0.046077926,-0.0134097915,-0.028228786,0.028778834,-5.2654774e-05,0.036710266,0.0066369106,-0.014589773,-0.013429172,0.016551174,-0.042883776,0.0070806225,0.0035033259,-0.011361952,0.007932517,0.03075541,-0.012705024,-0.008298546,0.0126880165,0.0009864159,-0.048800204,-0.028949603,0.00580999,0.028007768,0.009775325,-0.03664589,0.023222588,0.015945826,-0.016406368,-0.055437084,0.0028893317,-0.03125817,-0.057274785,-0.013600576,0.021108644,0.010754908,-0.0048672576,-0.026562128,0.009865958,0.022829939
5,0.02988592,-0.20348091,0.0088313855,-0.04608013,0.26450607,0.03774146,-0.029297952,-0.23555994,-0.06974685,-0.1551135,-0.08088293,0.13789204,-0.2948192,0.109601244,-0.18667902,0.23961955,0.07453943,-0.14908405,-0.096129656,-0.024571696,0.0021236609,-0.042131215,-0.06330485,-0.047540363,0.09484164,0.10257649,0.038888462,0.13533702,0.18832967,0.18790695,0.030404266,-0.10974252,-0.030946966,-0.045780256,0.007793705,0.22782426,-0.036184706,-0.32394597,0.14951904,-0.082296185,0.2194548,0.0060956934,0.026062632,-0.10195648,-0.029177552,-0.01787112,0.120890245,-0.11184842,0.10831034,0.14469749,0.121354505,0.074850425,-0.11258269,-0.015840586,0.018683929,0.059865005,-0.091595575,0.07692959,0.14057355,-0.05400978,0.15824667,0.0031734232,0.07197874,-0.36897928,0.018997641,0.03991388,0.029789086,-0.1845447,-0.11237402,0.22714493,0.0099129835,-0.06437734,0.32533094,0.38173476,-0.19707125,-0.043762963,0.07220421,-0.047990732,-0.11519668,0.29598254,-0.029207928,0.090589605,0.06265717,0.20516044,0.08669958,0.026851691,-0.09721114,0.1686887,-0.07294751,0.16097221,-0.086695306,0.022152364,0.014758029,0.073869355,0.08217511,-0.14233185,0.065953575,0.077341005,-0.22103485,-0.1259592,0.1004348,0.060213875,0.07494147,-0.31986237,-0.06335001,0.059591565,-0.03402143,-0.0056906864,-0.04885466,0.07839164,-0.1373723,-0.24967995,0.22766258,-0.038727067,-0.07952495,0.171679,0.118005954,0.10977905,-0.0717505,0.22213474,0.036579374,0.07546999,-0.041310035,0.08344505,0.0722888,-0.027020816,0.07132378,0.18696937
6,-0.02557849,0.033090208,0.04404133,-0.013429965,0.03662013,0.05284181,0.008000653,-0.044937413,-0.020986326,0.034103405,-0.014416605,-0.021137144,-0.044079598,-0.06145898,0.014390369,-0.025606059,0.014176716,0.022726849,0.029604184,-0.021340307,-0.010638539,-0.06683771,0.05804662,0.007659139,-0.026193462,0.01865825,0.011052186,-0.029811496,-0.031280465,0.015996352,-0.0437156,-0.012448183,-0.022409342,-0.0015653585,-0.014916883,0.07727941,0.042518884,-0.019026473,-0.0145551525,-0.012794148,-0.040103383,-0.03342052,-0.016928352,0.0436209,-0.041090544,0.05232118,0.039005097,0.0157195,0.023101376,-0.056031108,0.07181051,0.0239456,0.037752815,0.017764848,0.029159877,0.033881918,-0.0026186719,0.00454782,0.047757294,0.010644063,0.0031313577,0.025569187,-0.025242183,0.03455521,0.010528127,0.06357907,0.032824345,0.03591831,-0.018222027,0.02973234,-0.04507321,0.0070773032,0.03554024,-0.016290234,-0.03900472,0.011348698,-0.00023087581,-0.02885751,-0.008636068,-0.04115206,0.030077728,0.025821194,0.07603225,0.034272652,0.013943681,-0.0026527776,-0.0015235974,0.022901243,-0.03099399,-0.006116573,-0.022863993,-0.032328982,0.010421292,0.057623997,0.005119117,-0.0052396315,-0.068742454,0.003247019,-0.05326211,0.082192846,0.011977133,-0.036767457,-0.01723171,0.030823171,-0.0476303,0.026812635,0.08535236,0.016451273,-0.058085896,-0.0023267735,-0.08524815,0.0105105275,-0.054694727,-0.012204339,-0.032002017,0.007216171,0.03881034,0.021437153,0.00094761123,-0.01714648,-0.03749691,-0.014595953,0.03184969,0.00015062791,0.0023118954,0.048568442,-0.046367552,0.015237384
7,-0.01903762,0.026488798,-0.19431077,0.043027773,0.3584165,0.18538125,-0.027816273,-0.11445345,-0.10846752,0.06446587,-0.10896101,0.082205586,-0.20867868,0.12524745,0.004552779,-0.2215444,0.15163283,0.002290007,-0.31908363,-0.03758887,0.19968225,0.22728065,-0.20709307,0.14028202,-0.0543496,-0.049648736,0.012724614,-0.22742292,0.30078688,0.30701736,-0.17970851,0.018012084,-0.084855124,-0.2952981,-0.20715608,-0.31504944,0.05137498,-0.068759665,-0.11380118,-0.2482961,-0.004112971,-0.011971756,0.21803263,0.033834714,0.046066124,-0.29807642,0.13051702,-0.4649312,0.13041748,0.04214586,-0.23031716,-0.059507154,-0.16370237,0.1372418,-0.022440653,0.33379126,-0.101703286,0.16085957,0.07230993,0.25620943,-0.21460308,0.002686865,0.33416134,-0.14974047,-0.21007282,0.11585555,0.08579675,0.15318659,-0.22560243,-0.011216287,-0.04600635,-0.07107778,0.03996993,0.15332898,0.1255129,0.37887973,0.25295547,-0.110404,-0.19296573,0.36313164,-0.0011337255,0.0977299,-0.009726024,-0.040505562,-0.23308064,-0.10541928,-0.032842353,0.08631712,-0.36358923,-0.17618023,0.15821826,0.013472242,-0.075012274,-0.0025842097,0.26929587,-0.07043848,-0.029229427,0.111007445,-0.10652666,-0.06707908,0.20994844,0.16854176,-0.04710181,-0.31493375,0.13075562,-0.3001537,-0.12144731,0.11931902,-0.08882454,-0.3675811,0.08662634,-0.19847639,0.23749684,-0.040079117,0.030590693,0.02326173,0.12674755,-0.08826924,-0.40018776,0.059046566,-0.22189496,0.069233835,-0.1469794,-0.15724295,-0.059833877,0.00071721734,-0.187585,-0.057891376
8,-0.042786557,-0.0017540774,0.013387522,0.000665419,0.05374771,0.09127068,0.006253908,-0.037550826,0.022173662,-0.013610068,0.041001413,-0.009734593,0.02101238,-0.002590868,0.057813756,0.08535994,-0.08930594,-0.0008342263,0.0037114483,0.03235033,0.024232766,-0.006013642,0.06359796,-0.017977037,-0.034562644,0.013857305,0.024751704,0.02508635,0.020940559,0.047974598,-0.0086999675,-0.0004100826,-0.081988454,0.014541808,-0.0140665965,-0.008623269,0.007281927,-0.0037684748,0.038473893,0.04106853,-0.033656575,0.00837684,0.02839938,-0.06543773,0.009223969,0.0046565486,-0.01795847,0.0047508725,-0.019356124,-0.023689466,-0.01759705,0.06348249,0.048042126,0.016571203,-0.0016906882,-0.12347284,-0.039032068,0.012030065,0.007674591,0.033944257,-0.022781204,0.004984299,-0.018244637,-0.026595538,0.025441589,-0.008632142,-0.008406848,-0.071311645,0.008893102,0.028725976,-0.0008454766,0.002966211,0.008413082,0.071731694,-0.038719155,0.012691115,-0.06302428,0.02117087,0.006688089,-0.04353695,0.014682441,-0.027679132,0.033968072,-0.068726994,0.014335772,0.028889759,-0.00960289,0.042952467,0.011993241,0.016993277,-0.04256381,-0.003935936,-0.043642092,0.009966615,-0.0024577416,0.03006836,0.032308485,-0.10377213,-0.035107948,-0.0072705196,0.033879355,0.0057436354,-0.024358321,0.10893321,-0.011149634,0.04256313,0.036520246,0.021923171,0.0038932208,-0.009784371,-0.023955384,0.0075221523,-0.084957115,0.00037875798,-0.03151638,-0.058720775,-0.08450143,-0.044137705,-0.019325579,0.011494496,-0.06103385,0.017391352,0.03768243,0.03615766,0.009303042,-0.023408847,0.026314426,0.033436198
9,-0.03194261,-0.026050987,-0.02384566,-0.064599425,0.023521326,0.019432683,0.039690707,-0.055751238,0.03949799,0.0035104665,0.030329352,0.008772548,-0.0034388583,-0.07952918,-0.0021273952,-0.018345332,0.038088605,-0.010609342,-0.0186799,0.03771197,0.040340096,-0.05708977,0.028993305,6.436907e-05,-0.030623266,0.06702587,0.030642336,-0.015848516,-0.034461796,0.014546676,0.011084468,0.021352328,0.034853466,-0.013295607,0.013591527,0.054571256,-0.005941168,-0.0107190525,-0.025687981,-0.020570507,0.014889713,-0.021416884,-0.014089764,-0.08964157,-0.006790749,-0.037930522,-0.029800413,0.005620764,-0.03330443,-0.03200971,0.0435021,-0.0053400435,-0.015642699,0.042523272,0.0055644168,-0.03518576,0.012869566,-0.015722957,0.038005225,0.01403357,-0.04727063,-3.0628034e-05,-0.024349201,0.010157866,0.03706279,0.03512137,-0.012400126,0.02523427,0.0019697398,0.032795005,-0.015590089,0.0115033565,-0.010695802,0.023738354,0.014794691,0.002882696,-0.035393044,0.0020655699,0.08618129,0.023576496,0.054657023,-0.020164032,0.055531085,-0.030313944,-0.006220093,-0.04206552,0.0023821797,-0.0065757986,-0.014418544,0.008734909,-0.047420233,0.01704827,-0.009295563,0.05172516,0.025800973,-0.029463436,-0.022206072,0.0006730202,0.004596161,-0.0011472529,0.028922021,-0.007620925,-0.042654116,-0.034978874,-0.05430119,-0.0050492105,0.056404546,0.005859831,-0.049631394,0.009038796,-0.040739425,0.041002207,0.008848148,-0.03833966,0.04707554,0.011791221,0.009813394,-0.017065454,0.001233145,0.031866044,-0.021616204,-0.016709084,-0.008261062,0.020964278,0.017354764,-0.017863752,0.0026245278,0.025302576
